4.12874112027e-10,-3.74023783658e-10,-5.31994745627e-10,2.6876346246e-10,-5.21359158773e-11,2.1578606039e-09,3.0614047441e-09,-1.62172685655e-09,5.72949606162e-09,-2.92438931511e-10,-1.39154783238e-09,4.77152596991e-09,9.86149472484e-10,-6.05000261715e-09,7.53398559637e-09,-1.64393697712e-09,-1.23368552012e-09,-6.09899066046e-10,-1.22232065677e-10,-1.71922668083e-11,-1.60664804224e-09,1.66564419502e-12,1.01388698637e-09,2.81346833981e-10,-4.96201135128e-10,-6.9633234767e-10,3.29869461912e-10,-5.80887669875e-11,1.1680539515e-09,2.86304544852e-09,-1.74806693969e-09,6.04928009941e-09,-2.51794671657e-10,-2.07042721922e-09,4.34895441771e-09,1.03228891526e-09,-3.34168410336e-09,6.38372409473e-09,-1.87059857909e-09,-1.37347996002e-09,-9.53397845315e-10,-1.19777783762e-10,-2.6603114167e-11,-1.12116598654e-09,1.54655988375e-12,8.27362311684e-10
-2.20259120265e-09,-6.48165788037e-10,-1.23971914845e-09,-1.20494569633e-10,-2.70837809801e-09,-2.49768673173e-11,2.40029989415e-09,-4.37147680229e-10,-1.34891130909e-10,4.02198056203e-10,1.60879532789e-09,5.75078191738e-10,-1.79695239197e-10,-4.05924714355e-10,1.16464038389e-09,4.6980396944e-10,-5.81944089302e-10,1.78266592217e-09,2.99094285566e-09,8.13095056939e-09,6.48549494882e-10,-2.62747812403e-10,-2.31319440664e-09,-1.19604788121e-09,-5.50850897616e-10,-1.61211644187e-09,-4.2146081717e-10,-2.31083950319e-09,-3.41345050159e-11,2.37226257497e-09,-4.6361946766e-10,-1.15576470699e-10,2.72620737739e-10,1.13412752989e-09,4.98418160054e-10,-1.84806842279e-10,-3.63052219841e-10,1.35194428348e-09,5.55297541518e-10,-5.78199102053e-10,2.02922349051e-09,2.1238102216e-09,4.3519368383e-09,6.57768119587e-10,-2.19500908421e-10,-2.78321909612e-09
2.11111180265e-10,-1.92651285009e-11,-4.60049125034e-09,1.99312974742e-09,5.0045885608e-09,-7.31819324676e-09,-2.17541057741e-09,2.42543748688e-09,-1.40973941729e-09,-7.15796441405e-09,1.43164143683e-09,1.57738584716e-09,-5.49508037411e-13,2.32073416848e-10,1.57020693946e-09,3.17995229822e-09,-1.68550748554e-10,1.51595750602e-10,-1.03647796579e-09,6.37660261322e-09,-1.65335153322e-10,1.04184106304e-09,1.8093015085e-09,4.53673689769e-10,-1.81385056935e-11,-5.21827716088e-09,2.4147055333e-09,5.60423100703e-09,-1.1073919876e-08,-2.45352356525e-09,2.36587832615e-09,-1.55140898421e-09,-8.9052131311e-09,1.4209899219e-09,1.66673308868e-09,-7.90072079334e-13,2.80936191881e-10,1.58188984158e-09,3.03181826518e-09,-1.68667711668e-10,1.46321332832e-10,-9.38820272991e-10,4.0952113027e-09,-1.44591414423e-10,9.80169998283e-10,2.04154982633e-09
3.94762851591e-09,-2.65667701952e-09,-8.33939550676e-10,-5.86274153964e-10,-2.00495940964e-09,1.01348318715e-09,-7.80275602119e-10,-5.95160760114e-11,-3.97367729787e-09,3.06187473243e-10,-4.73682258549e-09,7.62214562438e-10,-1.95583173007e-09,-2.1849340102e-09,3.10491342248e-09,-4.67785373517e-11,2.7583072864e-09,1.09532983592e-09,1.79888651013e-10,-2.61036930462e-10,-9.86409646056e-12,-1.58035065576e-09,-2.07918059865e-09,3.70419040785e-09,-2.763395261e-09,-1.05891612158e-09,-4.29522628061e-10,-1.15188274388e-09,1.1279524449e-09,-8.9443362104e-10,-5.8696377397e-11,-4.69172634973e-09,2.27900769342e-10,-4.13023900674e-09,5.95689413827e-10,-1.94083104259e-09,-1.86019593891e-09,3.12774055074e-09,-4.1518508997e-11,2.55003228991e-09,2.08294808599e-09,2.89672352164e-10,-2.63102078179e-10,-5.73616087897e-12,-1.89777480737e-09,-2.00227978497e-09
-9.08276696396e-10,-8.90834159738e-11,6.34338427696e-12,-2.99625707918e-09,-2.78476610973e-09,1.5742469337e-09,-2.8181957958e-10,-8.36749217474e-10,8.8526968319e-10,-5.16344383731e-09,-1.2301421559e-09,1.51473037926e-11,2.77710010215e-09,-9.68149524979e-10,-3.31250023202e-09,8.50875497246e-10,-2.62542548865e-09,4.83534091327e-09,1.22727294938e-08,1.45386470406e-10,1.04189660804e-09,3.65906325853e-09,7.15714487392e-10,-5.20388801879e-10,-1.10224682187e-10,6.41249488961e-12,-2.87764897224e-09,-4.24720134325e-09,1.3694537303e-09,-2.48343158468e-10,-7.61238051434e-10,8.73994189026e-10,-3.68800724607e-09,-1.12907158754e-09,1.60639912666e-11,3.09304578262e-09,-1.04737310435e-09,-3.29353098981e-09,1.223399607e-09,-2.23929877626e-09,9.9133021113e-09,1.18026046371e-08,2.54505124744e-10,1.07377235048e-09,3.63944104461e-09,6.10338764902e-10
-2.20345217609e-08,-9.1699812229e-09,2.33167433694e-11,-1.31619944656e-10,-7.0673683259e-11,-4.19444067896e-10,4.66112895771e-10,5.81361589618e-09,-2.34909679569e-09,5.5671434657e-10,-5.65648588229e-10,-4.55271520964e-10,-9.62380311834e-10,-2.24222338945e-10,1.29594208334e-09,2.23323090052e-09,-8.82272420477e-09,1.02261998572e-08,-7.03550235278e-11,-1.1440195766e-09,-1.51902971216e-09,8.50906217957e-09,-1.20716867749e-08,-1.4339719562e-08,-1.42923141281e-08,2.62197729887e-11,-1.7854010123e-10,-7.53435452209e-11,-2.83525311886e-10,3.71459941341e-10,5.05006993357e-09,-2.57868140463e-09,3.48888644289e-10,-5.62573716338e-10,-4.03939931215e-10,-7.65127162264e-10,-2.11630929679e-10,1.39732331239e-09,2.26530093411e-09,-8.66555725553e-09,9.22964859852e-09,-8.22504909764e-11,-7.10631591528e-10,-1.58728368608e-09,8.12514177813e-09,-1.90775441364e-08
2.25305467216e-11,-7.52317701493e-09,-8.34971878507e-09,-1.82127627323e-09,-3.11128835289e-10,2.65620497963e-09,9.72596752646e-10,1.67020192306e-10,1.10473595524e-09,-2.021440932e-10,-1.73834459747e-09,-2.43751388377e-09,4.7850772422e-09,-3.40969518898e-09,6.83947839347e-10,-4.45498181326e-09,-9.27192344765e-09,3.13934117998e-09,-3.75893144345e-11,-1.07377760946e-09,1.06694028328e-09,1.36860979495e-09,2.99855881595e-11,3.79376336046e-11,-8.87674218601e-09,-1.23472845919e-08,-7.78444673733e-10,-4.06218447886e-10,3.60208216285e-09,9.12646439067e-10,1.59531280564e-10,1.13479736935e-09,-2.57820461595e-10,-1.52250886131e-09,-3.37423438648e-09,5.05898026465e-09,-3.45782047023e-09,6.05410092341e-10,-5.30975320858e-09,-9.84917357133e-09,5.09680578979e-09,-3.65393789009e-11,-7.23549709404e-10,1.07700483275e-09,1.20130801508e-09,2.54668010828e-11
-2.97863566789e-09,4.69668749803e-09,2.82339011889e-10,-4.82229069984e-10,-1.2582178755e-09,6.07501059199e-10,-5.0817758526e-10,3.44352717062e-09,-1.10417639964e-09,2.63196541788e-11,6.98175227004e-10,1.18619039709e-09,-6.85868663017e-09,4.47737764011e-10,4.05542434295e-09,-1.73376177533e-09,-1.62941437839e-09,9.26641055735e-12,4.72063526548e-10,-3.27773147889e-09,-5.96882273045e-10,9.20336414519e-10,-1.23971466117e-09,-3.42884494889e-09,5.20299754505e-09,3.54027476322e-10,-1.92972352813e-10,-1.17086120228e-09,6.51763374196e-10,-6.88664519006e-10,3.55837258503e-09,-9.62056812832e-10,2.10389670298e-11,1.08022726403e-09,1.4497430871e-09,-1.06311199193e-08,4.08338104476e-10,3.53840164945e-09,-1.27589142984e-09,-1.5993252344e-09,8.62285274169e-12,3.63017880212e-10,-1.96723627602e-09,-1.2707272175e-09,9.94935115213e-10,-1.32014279348e-09
1.36277532056e-09,2.45049693665e-13,3.001380274e-09,-1.45000974019e-10,-1.03927879787e-09,-6.54198214222e-10,-2.68136976257e-09,1.41262759178e-09,-1.23995870884e-09,2.43832503912e-09,3.53441067091e-10,1.20244470223e-09,-1.31002636872e-08,8.62797467651e-10,-3.77208620195e-09,5.14300421674e-09,1.50740882234e-10,1.80692930673e-10,-8.09919484646e-10,-3.72899210597e-10,-2.33100344444e-10,-9.23439220473e-10,-1.86124497743e-09,1.24539886183e-09,1.88805887879e-13,3.82623523916e-09,-6.43058676546e-11,-1.51922449301e-09,-8.37146893312e-10,-2.91205523701e-09,1.3482319259e-09,-1.29512528242e-09,1.82340072605e-09,4.56920454925e-10,9.29509084232e-10,-1.26666114779e-08,1.22126727862e-09,-4.19546627528e-09,5.68825673908e-09,1.13678066245e-10,1.34991221139e-10,-5.32042383446e-10,-6.55190543572e-10,-2.59138827233e-10,-7.00156650299e-10,-1.68040345954e-09
-2.01998071979e-09,-1.1265143157e-08,-2.64448251e-09,-8.48978760271e-10,-2.3672366607e-09,1.29460067045e-11,-9.40701838288e-10,-6.63965917382e-11,-1.88349722082e-08,6.17645117172e-10,-1.57660879689e-10,-3.32060467766e-11,-7.29276893832e-10,9.94152336915e-10,7.23100830836e-10,7.13616187367e-10,-4.22012096385e-09,1.5328506603e-09,-1.65842072908e-10,7.45216845958e-13,1.08370570125e-09,2.00944006997e-09,9.04933566935e-10,-1.22274016088e-09,-9.43139367877e-09,-3.67096745997e-09,-1.97119021076e-09,-1.76641242231e-09,8.95829564434e-12,-7.14962947089e-10,-6.53957670744e-11,-2.21961399152e-08,6.18476329798e-10,-1.12503265899e-10,-3.70063835355e-11,-5.63388229894e-10,1.07724274803e-09,7.82767331942e-10,6.0561817727e-10,-5.03516876948e-09,3.27505053521e-09,-2.274572383e-10,1.22399396261e-12,1.85234227201e-09,1.50290025829e-09,6.94023543735e-10
