11.724	12.372	5.9165	11.946	6.0723	10.477	3.8777	11.336	9.4439	8.9274	6.0747	9.2942	7.5181	10.322	6.9884	8.9819	7.18	8.607	7.132	6.8437	9.826	9.4318	7.8702	4.6918	8.5839	7.9301	7.9738	10.174	9.893	9.4676	5.6352	5.5622	4.9211	8.7918	9.391	7.1587	8.416	6.2451	9.0276	9.9651	10.459	7.6589	8.2116	5.7115	9.6801	15.108	7.2355	7.8676	15.082	8.5167	10.428	10.47	10.573	6.37	8.0171	8.9248	7.002	9.6204	9.0769	7.2927	9.6521	9.1631	8.4902	8.3849	6.2466	7.6569	12.832	7.3884	5.6022	7.0543	7.7456	8.5355	10.238	9.0073	4.4263	8.4302	8.2432	7.9893	9.6059	7.5675	9.1912	9.0855	7.7689	5.5417	2.8905	9.8453	6.9299	8.0003	8.5902	9.6961	4.9111	8.5526	7.0381	10.15	8.5401	9.3958	8.2491	8.3366	5.5604	7.9403
12.723	10.503	4.6837	12.766	4.3744	9.5536	3.4463	10.992	9.6752	8.0409	6.7846	9.5693	8.4043	10.359	6.3273	9.3465	7.9098	8.3732	5.9219	8.9687	10.024	7.6036	8.0009	3.2803	10	9.009	7.1898	11.376	10.913	9.1046	7.0157	6.4875	4.5242	9.7482	9.974	6.5259	8.767	6.7297	10.029	9.5527	10.064	7.2555	8.1138	4.9021	9.9989	15.557	7.8499	8.1509	15.197	8.635	11.599	7.9057	10.431	5.537	5.6898	9.8705	7.4835	8.4051	8.1778	8.1786	9.1416	7.8567	9.1249	8.5618	6.4492	7.143	12.03	6.9254	4.693	8.0222	6.1789	9.0063	9.6237	7.8215	7.0301	8.3111	8.3327	7.1149	9.89	6.7579	10.422	7.4881	6.9793	7.6664	6.368	10.598	6.9678	7.1154	8.3736	9.2329	4.1221	7.0737	8.1155	9.4535	8.5936	8.9287	9.2513	8.0567	7.1034	8.0725
11.748	13.823	5.0704	15.289	4.1985	9.6178	3.4462	10.942	10.783	8.2486	6.7322	10.738	8.7255	10.487	5.8157	10.28	6.5969	8.3421	5.0136	7.4956	10.302	9.3573	8.3661	3.6529	9.0073	9.2235	6.5531	11.897	10.222	8.8659	4.7334	6.7522	5.0849	8.7825	10.529	5.5846	9.0226	6.1707	9.2627	9.9129	11.078	6.5423	7.1986	8.9069	9.9832	16.063	6.6539	7.7772	15.279	7.6247	12.205	9.1354	12.105	6.156	7.2172	9.0155	6.7375	8.7682	8.6837	5.6773	9.0282	9.1143	8.3707	8.1162	7.7057	6.618	12.459	7.1593	5.1805	7.6847	5.6067	8.0949	10.524	8.6543	7.3093	8.2866	7.8605	6.1603	9.706	6.0137	8.9562	6.4418	5.8504	4.4593	5.5946	9.2203	5.5003	7.3075	8.8959	8.8304	5.6664	6.508	8.1831	9.4244	7.5013	8.4405	8.6333	7.3937	4.9353	7.9881
11.602	14.18	7.3531	14.484	4.8224	9.559	4.3923	10.421	10.087	8.6992	6.2468	10.579	9.1041	10.205	5.4155	9.3079	7.302	8.1493	5.7463	7.4364	10.207	9.309	6.8891	6.2466	10.738	9.8408	7.7415	11.839	10.444	9.8018	5.2016	6.3371	4.8715	8.4765	9.5088	5.5706	7.406	5.9457	8.2083	10.263	9.7266	7.0179	7.387	5.3958	9.2715	15.796	7.6147	8.295	15.22	7.3052	10.759	9.6382	10.488	6.0749	8.0063	9.5167	7.0689	8.7395	8.2265	7.5692	9.4075	8.3363	8.9784	7.3614	7.6742	7.7797	12.863	6.8465	6.4176	7.5084	6.5389	8.6641	9.8001	7.7381	6.1354	8.32	7.5415	5.3825	9.9778	6.6005	9.298	8.5886	7.1308	5.3272	4.6013	10.267	6.783	7.7587	8.3953	7.6482	4.8874	8.3659	8.3846	7.3681	8.164	9.4838	7.4253	8.6066	4.7127	8.2337
12.445	9.9834	4.848	13.586	6.1041	9.8275	4.5607	11.689	6.4344	8.1159	5.2954	8.5657	8.1106	11.563	5.5047	8.9021	5.9044	8.5091	4.3149	6.7386	9.2833	8.9863	7.3333	6.6017	10.433	7.9893	6.1272	11.45	10.753	10.207	4.4128	7.5102	4.9545	9.3826	9.7703	5.0815	9.0644	6.5775	10.073	9.9575	9.8278	7.2221	7.6968	5.7918	10.079	14.852	7.4162	7.9712	14.709	9.4361	12.211	10.04	11.671	8.7808	6.7053	9.1068	6.3421	7.8839	8.2911	7.1857	9.5339	9.4549	9.0028	8.0175	6.6914	6.8459	12.522	6.866	5.7661	6.8761	5.9267	9.1063	9.7048	7.8654	6.3768	7.1423	8.1829	4.288	9.0559	8.1616	10.548	8.7033	6.6866	6.9481	3.7569	10.123	6.9081	6.6255	8.9491	10.762	3.9964	5.395	8.0455	6.8565	8.64	9.5064	7.9882	7.8753	3.9035	6.8575
11.913	12.757	4.3646	14.314	5.1655	10.507	2.7442	11.772	9.2832	8.2419	6.5018	10.151	8.7918	10.195	4.4509	9.149	6.4611	7.7904	5.2959	8.0318	9.848	8.8341	6.6822	3.2388	10.01	8.7639	8.0666	11.691	11.698	9.531	7.6496	7.2484	5.1353	9.9692	9.4085	6.4517	8.5476	5.8541	10.106	9.7489	9.6372	6.732	7.6921	4.7761	9.0174	15.063	7.4043	8.1157	14.868	7.6322	11.078	8.3996	10.322	5.1	8.0561	9.0349	6.5723	8.4359	8.8419	5.1716	10.047	7.3496	8.6304	9.5313	7.4779	7.7757	13.152	6.4788	5.714	8.1153	5.9341	9.2864	9.95	6.6206	6.5668	8.5033	7.8499	6.2515	9.8202	6.3933	9.0214	8.2068	6.3692	5.1889	2.2178	9.596	6.6962	7.3248	9.2619	9.5214	5.0998	8.444	8.5101	11.412	8.145	8.7472	9.4587	8.1365	5.0926	7.9858
12.752	11.232	5.2403	15.56	4.8157	9.5022	3.1859	10.597	8.5038	8.4514	6.0731	7.9501	8.5744	9.683	5.8449	8.2148	7.2114	7.6671	5.4284	7.2967	10.069	6.0718	8.1565	5.7012	9.6862	9.4157	9.8788	11.462	10.269	9.29	6.8405	5.9788	5.1815	8.714	9.9052	7.315	8.0161	6.0747	8.3351	10.218	9.6388	6.5204	7.6842	7.2574	9.7603	15.513	7.1729	8.1577	15.238	9.439	10.332	8.618	10.372	5.6087	7.3683	9.151	7.1298	9.4269	8.0438	5.4703	8.5465	8.0123	8.4471	6.7409	6.7149	7.1503	12.09	8.2431	5.7547	7.4601	6.7193	8.3366	7.6942	9.2891	6.9887	8.4631	7.7381	7.5336	9.5876	6.6763	10.307	9.1403	7.6781	5.9983	6.6763	9.7845	7.1991	8.2743	9.0341	11.448	6.3856	7.2581	8.0219	9.2925	7.5722	7.8022	8.3929	8.9409	6.1164	7.7722
12.644	13.745	6.4196	11.651	4.9611	9.8147	3.8379	10.823	7.5876	8.3971	6.4074	9.2365	8.0395	10.35	5.5179	8.817	8.0213	7.9167	6.1176	7.3671	9.7811	7.4307	8.0708	6.2987	10.235	9.2389	7.1487	10.616	10.637	9.1398	5.0531	7.1263	3.7302	9.211	9.9887	5.3423	7.9231	5.7112	8.6496	9.916	8.9949	7.507	8.4525	6.9378	9.9757	15.347	6.6206	8.5122	15.075	8.4117	9.8277	9.2955	10.016	5.9333	7.4406	9.5044	7.0125	9.5216	8.796	8.0254	9.796	8.3707	8.6363	7.6002	6.7592	7.1503	12.725	7.0058	5.5744	7.7284	7.4756	9.0846	9.4132	8.7462	7.0885	7.703	8.6239	6.1034	9.7796	7.198	9.5064	8.7818	7.6347	8.548	7.1413	10.255	7.5031	7.0183	8.5862	9.4788	5.8892	7.54	7.7367	9.1683	7.4773	9.2432	8.2697	8.3022	7.5265	7.3854
12.84	12.544	5.5546	10.603	4.3839	10.26	3.926	10.7	8.4349	8.5926	5.9754	8.6903	8.7337	10.336	5.9269	8.7712	7.0089	8.5744	5.5592	7.1444	10.399	8.8723	8.0041	5.5685	9.3733	8.0006	7.1629	11.065	10.873	9.3853	4.4463	6.7979	4.3944	8.7368	10.233	4.6376	9.457	6.3637	8.9026	9.7204	10.887	8.1689	7.2923	6.2668	9.8666	15.27	7.0938	7.6217	14.845	7.8438	10.727	9.4043	10.579	6.1045	7.0629	9.4609	6.5041	9.2771	8.6033	6.9337	8.676	8.6202	8.2978	8.3339	6.5066	6.779	12.31	7.4278	5.9793	7.7541	5.8204	7.5849	9.1485	8.7462	7.491	7.3604	7.8629	6.4018	9.6448	7.1585	10.166	7.8603	5.8544	6.9533	5.2752	10.062	6.7872	8.0262	8.0377	9.5992	5.3288	6.9157	5.8154	8.5854	8.7608	9.0709	9.9262	7.9203	3.3431	6.9867
12.75	12.611	5.858	13.954	7.0541	9.9402	2.6088	10.393	9.2031	8.7282	5.8471	9.6708	8.5306	10.142	4.5566	8.0682	7.0279	7.643	4.8385	7.6825	10.14	6.962	9.261	5.2208	9.9563	9.78	7.9629	11.613	11.948	8.3001	4.6668	6.2714	3.7338	9.4723	10.169	6.1093	8.4695	6.123	9.3958	9.7228	9.7913	7.247	7.2037	2.9635	9.5499	15.19	5.8099	7.8773	14.676	8.4924	10.616	8.571	10.006	5.6108	7.3777	8.6312	7.0779	9.2698	9.1097	5.042	9.4707	8.1724	8.1834	6.3311	5.0097	5.0553	12.916	6.8624	5.1977	6.0143	6.8773	8.0157	10.96	8.4705	5.2134	7.8564	7.8272	6.1997	9.6565	6.3965	9.934	8.0057	7.4409	9.2348	6.4355	10.223	4.7099	6.5402	8.2407	9.1812	4.7934	7.1116	6.4619	7.6686	8.4991	9.2712	8.9753	8.5177	6.2843	7.7975
