0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
8.785243414	12.52732045	13.14571901	12.62730588	8.479311982	7.29553937	9.953468962	10.30454023	8.092591379	10.72400217	10.6992254	7.462706751	7.9733467	10.83810087	8.647161664	11.88291795	8.487840034	9.375250637	8.637792159	6.6734009	9.125671763	10.04957632	7.497452696	5.378409636	8.201633861	4.362308084	7.474840415	8.031456769	5.786596362	14.54295597	4.776103988	7.358012623	6.601157585	11.35760596	5.572889668	6.089582893	7.740118043	5.440748192	8.17990909	6.394033895	8.960870764	3.895516308	10.01346226	7.195529808	6.186104694	7.467048132	6.43629512	9.313336562	5.647907421	10.50618234	7.70696484	6.994353437	7.021138295	9.429406742	7.466790007	8.111712878	5.802193217	9.091964233	4.5360529	4.974373419	5.385431037	8.720149913	10.37134105	9.278681758	8.314243347	8.231701199	6.802193217	8.342178444	7.847996907	7.935459748	10.1546873	6.980488369	7.112700133	7.066049016	8.377958201	9.185618809	7.6043679	5.707168205	9.30560579	6.66106548	5.436106572	8.314917541	10.8622499	7.85735901	10.49994552	6.706610628	6.2527867	6.916476644	5	6.351935569	5.008988783	8.267254796	6.943374136	10.21383596	8.665335917	9.395748328	8.249127927	8.336648338	5.82527683	7.940334432
9.246104228	12.37314274	11.79529627	11.95037364	7.27785057	7.355791547	9.927777962	11.22042245	8.367917886	10.69548931	11.82352647	7.675251386	9.034639074	12.1382398	7.991473176	11.23243365	10.00281502	8.178434439	8.232519805	6.962220696	9.896332404	10.1321141	5.329123596	5.313799933	7.016808288	4.255184292	7.588485676	10.3360714	6.924812504	15.00049306	4.121015401	7.152817144	8.731421181	10.7019234	5.812498225	4.292781749	7.386293635	4.629153457	8.583082768	7.529820947	8.437544026	5.568239259	9.962317655	8.567783857	4.81082449	8.117081266	5.904484098	9.285864547	5.319570851	11.10936745	7.885461207	7.123086751	6.5600057	9.375691104	8.894138044	9.322900624	7.247362803	9.194264383	6.346956889	5.044360999	5.381975479	9.346117378	9.597493929	8.254556252	7.677367292	7.354910512	5.617651119	7.890760799	5.459431619	8.048759312	9.688707582	7.850214292	7.9489512	7.178782875	7.852075839	9.151016539	7.92659251	6.016539403	9.00506308	8.587964989	5.140791174	8.911934935	10.36117618	7.525912261	9.515896914	6.338319538	5.676035511	4.87282876	6.238404739	4.671259595	4.333502533	6.62988487	8.034068147	9.413046971	8.744833837	8.928666412	9.2512649	8.056684726	6.669593751	8.072455783
9.245633419	11.45586525	12.12598292	11.60635894	7.279613849	7.927185358	10.07815081	11.79527631	6.873944343	10.71776209	11.75254791	7.395748328	8.44605639	11.42804605	8.465702335	11.16941873	8.798633802	9.360980794	8.936326618	6.166320405	9.014299495	10.79482197	4.017921908	4.370049294	6.678071905	4.12777397	8.090877986	10.20159616	7.214319121	14.35850606	3.733354341	7.122761498	8.485438002	10.98476383	2.321928095	4.277984747	8.714588976	3.486231454	8.355791547	7.296457407	8.162391329	5.862810941	9.422275056	7.892941789	5.586663675	7.734068265	5.744161096	8.813139851	5.136734633	10.16325402	6.435544499	6.651051691	6.744923285	10.21018428	8.432642206	8.639245238	7.769958038	9.418274294	4.121015401	4.224450476	4.452858965	8.441359731	9.970824901	8.700092875	6.496654083	8.980710829	3.232660757	8.36577752	7.66106548	7.818901676	10.71769136	6.790094207	6.004501392	7.245611203	8.627608819	9.737247343	7.653919873	6.136991021	8.581577216	8.595070954	4.565349627	9.147021837	10.93950576	7.634448062	10.41278153	8.195731962	5.8258667	5.62935662	8.323730338	5.35898812	5.991959955	6.255561286	8.075118386	9.47494176	7.76420813	8.440453944	8.633348441	7.393736324	5.426264755	7.988059498
9.151632437	11.58866414	12.05802703	12.00583504	8.682356657	3.925999419	10.03658575	10.82090606	8.15449282	9.964774045	11.6450279	8.1048608	7.882964823	11.25278368	7.837907966	11.27532787	9.828453874	9.405990839	8.850266204	6.830311629	10.00028175	10.76354436	4.776103988	5.715991815	8.138527801	5.272062032	7.678981292	10.0459344	4.270528942	14.70499949	3.827819025	6.812076156	7.575496374	10.53239009	2.292781749	5.683696454	8.717333699	3.500225386	7.951867504	5.289096702	10.37471348	4.9568935	11.60316268	8.136322364	5.462406252	7.200373022	6.159871337	9.225930411	7.391029943	13.87374046	7.18701093	6.373300197	6.345575456	9.843921051	8.371463898	9.569748247	7.386195952	9.206037546	2.744161096	4.238352853	4.64385619	8.186481829	9.909293086	8.715618859	7.195741293	8.235056863	7.139551352	8.88236389	5.608809243	8.906289347	7.811578775	8.129597858	6.137503524	6.05836204	7.50661684	9.058262372	7.235535607	5.170058572	9.656961081	9.919310284	5.186193129	8.483964476	10.33918193	7.883865155	11.92696307	6.329387524	5.28467149	5.827819025	4.491853096	6.640691197	4.944858446	8.45144791	8.331240662	7.454393322	8.388017285	9.483815777	7.425265334	8.606549496	4.185866545	8.233654702
7.743025162	12.70459761	11.10216038	11.92559153	8.0572252	9.024585638	11.0705235	10.79388986	7.596945278	11.44112862	11.66115458	7.701826258	7.851934488	11.57108896	7.56093186	11.31396801	7.842978832	9.576860321	8.248332556	5.96358527	9.179162675	10.28782779	3.632268215	4.817769912	6.803485376	4.655896859	7.566241832	10.67555284	6.605849867	14.1927432	4.321928095	6.717344082	8.572715191	10.40279704	5.201633861	3.378511623	6.400879436	5.320800108	8.537218401	4.842978832	8.939579214	6.931489117	9.606035006	7.946719384	5.354817638	7.503666965	7.461070114	9.758889433	6.434444065	7.634043624	6.302385421	7.361943774	5.697172677	9.981567282	7.794114144	9.274357193	8.160483459	8.817942968	5.321928095	4.405735515	6.217230716	8.623387275	9.951284715	10.15823098	7.273329387	7.423746229	5.652486495	7.412206676	5.614709844	8.324630615	8.595731365	7.053576727	7.44625623	7.923900608	9.488469702	7.856736756	4.822730148	5.561614524	9.641871119	8.930441673	4.930155527	7.42092212	9.87636346	6.563768278	9.841721581	7.351268094	5.964240682	7.022367813	4.112700133	6.263919306	3.980609075	5.607596608	7.928701983	6.973261264	8.476948673	9.506406766	7.988241563	7.87524878	4.689299161	6.857509389
8.572697874	12.24253059	10.98178074	11.84576445	9.825833316	7.29553937	10.71579043	11.18051329	8.647339238	11.04090613	12.00762301	7.354028938	7.955002895	12.31257102	7.282997577	10.91142906	8.075746538	8.11621571	9.124458965	5.363534779	9.316055209	10.08387817	4.478971805	3.995636208	6.749534268	4.873299147	7.7082124	11.45731662	7.296457407	14.51098036	4.137503524	7.592901533	9.076318101	9.67752972	4.129283017	3.807354922	8.078951341	4.964836331	8.40173285	5.66106548	8.109047078	6.550909067	9.478162893	9.125100949	5.1511481	8.262328243	6.770829046	9.111396532	6.946457318	12.28898856	7.223816078	6.608809243	7.250134308	9.593391123	8.858629895	10.80478835	8.01696527	9.560141736	7.363696745	5.147999231	4.614709844	8.395864819	9.894817763	8.7478573	7.272396509	7.403438163	6.102238194	8.638935181	5.608809243	7.911092332	8.596995761	8.150087178	6.804776378	5.017468243	7.879189694	9.09037711	7.128252152	5.990765803	8.154311811	8.837312556	4.012791274	9.11889556	12.8275015	7.588714636	11.31373335	6.651283664	6.338304725	6.510961919	7.185866545	6.566661831	4.963444482	8.391037112	8.490906375	11.22363341	8.128767677	8.747185967	9.458684524	8.136500511	5.850499414	7.985756563
8.198782374	12.04406733	13.34350028	12.37794254	7.667384546	5.209453366	9.920055055	9.931694121	8.193435955	10.86038866	10.9582627	8.062855655	9.011830239	10.95026427	8.208468432	11.97455847	8.694183743	8.648196976	8.519448913	6.754902345	9.290249291	10.46076304	5.169925001	4.404165462	6.817623258	5.895247561	8.101914869	8.083860223	7.465974465	14.25037023	5.004501392	6.980994307	7.042493028	10.38725693	4.209453366	7.195741293	8.157852169	6.54779741	8.449148645	7.083213368	7.951284715	6.969362512	10.15342536	8.379410372	6.186465169	6.078490265	7.750204509	8.723831566	4.526433442	12.82447116	6.589784304	7.525912261	7.045541451	9.676838606	8.714566454	9.376694894	7.488677531	8.888134388	3.510961919	6.214337112	7.45532722	8.617070739	9.849248703	6.850499414	7.870981124	8.751878752	6.459431619	7.5628722	7.092757141	7.701826258	11.81934594	7.609919633	6.444600814	6.611736918	9.107881145	8.559185866	8.116863758	6.080647837	8.510961919	7.806710718	4.149832972	9.314170604	10.01052811	7.627169061	10.96282372	6.521509524	7.596503525	5.061776198	5.981852653	5.836729628	6.477734144	7.460213415	7.871479157	9.39765521	7.532940288	7.802193217	8.39285394	8.940903321	6.694880193	7.772222342
9.115161913	12.47293311	12.70638924	12.44097295	7.793386329	4.649615459	9.821933387	10.51833517	8.46800595	11.16522107	10.79822877	8.237448996	7.952663885	10.96231765	8.995441986	11.28940088	8.368506462	9.018820018	8.848611099	7.289569563	10.02181282	9.631722739	7.66035251	5.272455679	7.328226119	4.443351277	7.737702222	9.784513509	6.635173947	14.71241662	4.392317423	7.602169031	7.008501617	10.58687472	6.969242604	5.911691582	7.144658243	5.788171311	7.004501392	6.799605422	8.272396509	4.939791625	10.05961486	6.899731884	4.081346716	7.626272848	7.135452784	9.649615459	6.633634021	7.003673097	6.428441375	7.347842794	7.490587666	9.569855608	7.997154618	9.399359138	8.260514477	9.371776644	8.382407876	5.49238723	4.95419631	8.350707655	9.830356747	9.83683936	8.682994584	7.927777962	4.694880193	8.153340688	6.809928866	8.498250868	10.01102971	8.189635183	8.699745948	5.628853025	7.59551553	10.95717461	8.051480865	6.07035099	9.482807957	9.491853096	6.494455932	7.184334037	9.264207997	7.941927925	10.65722912	6.055104744	6.291376781	6.711494907	4.832890014	6.039969027	5.938561529	7.99556249	7.558311078	8.846161212	7.376776572	9.243173983	8.269716418	8.302167743	6.806066226	7.385380146
8.519800397	12.36271957	12.41725153	12.25310882	7.952551278	5.087462841	9.761717432	10.75112562	7.863690133	11.29576893	11.68049139	7.016808288	7.930128486	11.2958837	8.086161988	11.88142004	8.835102979	9.256792714	8.074833085	4.786406947	8.795715007	10.11777295	6.696272084	5.37404149	8.116863758	5.165990293	8.114023208	9.108262921	7.262094845	14.58811775	4.5360529	7.199095945	8.581157503	9.391323045	5.153805336	3.857980995	7.439623138	5.51005592	8.230741003	5.765534746	8.375473913	6.02137688	9.639702468	7.647942569	5.203660441	7.132472335	6.592457037	9.195249158	7.009144868	9.49035713	6.793812846	8.38024459	6.430693194	9.441491779	8.53215919	8.854343996	7.809859242	8.866660751	7.701826258	4.465368669	5.133399125	8.020955215	10.06541613	9.3369528	7.874674032	5.070389328	5.289096702	7.528527104	4.678071905	8.43837603	10.38820423	7.492917453	4.426264755	6.884298941	9.133222675	9.586276858	8.387586566	5.563203822	8.955649908	8.767853393	5.546233229	9.351472669	10.59768014	5.026800059	10.39296134	7.426914886	6.061226358	7.22881869	4.314696526	6.431984707	5.589494228	7.463124829	5.904041666	8.644548171	8.741466986	9.070925945	9.926211979	7.920278304	3.666756592	6.986746672
8.254982192	12.30913119	13.03178481	12.66875205	7.763538101	3.169925001	10.07092594	10.0692359	7.777138548	11.5828006	10.46536233	6.718361626	7.60686615	11.44268437	8.582958422	11.96676733	9.659817551	9.628812297	8.52238328	6.198902818	9.639883313	10.37677657	4.716990894	5.285641081	6.54689446	5.32992661	6.43679511	9.752875549	3.87774425	14.86777753	5.078951341	7.905847645	8.453643101	10.88428127	7.21042783	4.963474124	7.67030217	4.283978038	7.167919866	4.314696526	8.579315938	5.802251133	11.35551628	8.635445851	5.365854677	7.926056494	6.99095486	8.846117173	6.373206774	11.47739024	7.16002879	7.259272487	7.393887319	9.821773982	8.006087905	9.240326398	7.595796052	8.937815169	3.169925001	4.53599929	4.485426827	8.165348083	9.346070441	9.200898605	7.181897643	8.498250868	5.9795681	8.490099361	4.371558863	7.750204509	9.58384826	8.142695809	5.832890014	7.57804786	7.616671277	8.906590003	6.199672345	5.231782621	8.726899318	8.945151171	4.986705189	8.906014861	11.42836017	7.388878339	11.44940661	6.108436287	6.799171668	7.030115331	4.350497247	6.138789001	4.613988436	7.46590523	6.330675285	7.661635067	8.456559766	9.271229563	8.975284697	8.51773462	6.46760555	7.797525486
