-0.06356	-0.40869	0.19914	0.44156	-1.2673	-0.34456	1.4058	-0.44266	0.22629	0.80088	0.80084	0.80352	0.8015	-0.27259	-0.76853	-0.00046474	-0.12187	-0.12007	1.1893	1.3971	0.30447	-1.1298	0.89801	-1.2332	0.38268	0.16788	0.46291	-0.66798	0.16089	0.33501	0.73303	-0.83419	-0.47355	-0.19013	-0.54164	-0.047021	0.10231	-0.84963	0.58098	1.3112	1.4443	-0.45652	0.77691	1.8998	0.54899	-0.45793	0.84086	-0.9523	-0.26417	2.1016	-0.27631	-0.49834	-0.80396	-0.81339	1.2144	-0.67978	0.39536	-0.66573	-0.60031	1.061	-0.14769	-0.40015	-0.60386	0.03047	-0.58364	0.63561	-1.3606	-0.51363	-1.0194	0.20955	0.8199	0.43195	-1.5377	-0.43008	-1.0047	0.294	0.85958	0.44244	-0.66023	0.63522	1.1583	0.30389	0.37609	0.67645	0.47995	0.53085	1.292	0.58744	0.19344	-0.28061	0.51014	-0.52689	-0.79759	-0.41576	-2.0633	2.2403	-1.0548	0.39302	0.099849	-0.44883	0.3066	-1.4474	-0.86648	-0.22638	3.0422	0.60962	1.3762	-1.2168	-0.96293	1.4629	-0.26599	0.2108	0.49118	1.1108	0.88326	0.37919	-1.4044	-0.25978	0.64188	-0.49968	1.0937	1.2556	-0.54587	0.34408	-1.2843	0.35817	0.7771	-0.38392	1.3627	0.027368	0.90784	0.9552	0.36883	-0.73494	-0.25129	-1.4831	-0.36495	0.94302	1.1619	0.18064	-0.58978	-0.42654	0.24954	-0.69241	-1.0581	-0.67493	-1.1473	0.35747	3.0338	-0.90925	-0.58508	0.017819	-1.289	-0.38413	-0.61833	-0.30266	0.73979	-0.60481	-0.075544	-0.92387	-0.72244	-0.017588	0.11381	0.1991	-1.2663	-0.35808	-0.95661	0.76958	-0.51983	0.84561	-0.92966	0.020594	-1.8114	-0.017258	-0.70502	0.81023	-0.29263	0.0019252	0.041465	-0.30088	-0.2873	-0.032236	-0.011848	-0.38898	-0.89133	0.6301
-0.019921	-0.017651	-0.87107	0.87094	0.049878	1.2165	0.45185	-0.17042	-0.45616	-1.7931	0.43237	0.047482	-0.68659	-0.98261	-0.24023	0.67462	1.7538	-1.0195	-1.5559	-0.93587	0.35423	0.074626	0.89068	-1.3708	0.48055	-0.70214	1.3	-0.7133	-0.79604	2.121	2.0366	0.29226	-0.66758	-1.6954	-0.2356	1.7011	-1.2105	-0.71503	0.14946	-1.3674	0.47595	0.2146	0.90407	-0.95247	-1.0429	-0.53927	-0.16216	-0.95223	0.48142	2.9011	-1.1366	-0.26779	-1.1035	1.2505	2.0922	0.41411	0.7966	1.605	0.75277	0.4067	-0.18926	0.012214	-1.6158	-0.36853	0.33889	-0.41038	0.50572	-0.31783	1.0361	-0.49299	-0.70351	0.66859	-1.3351	-0.61155	0.41203	-0.3734	-1.1034	-0.3253	-0.0030482	1.0071	-0.43225	0.25987	1.0921	-0.28981	0.387	0.61785	-0.57574	0.63767	-0.24738	0.63869	0.76007	-0.45876	-0.31268	0.0043622	-0.54739	-0.1668	-1.9351	-0.47968	0.067172	1.3573	-0.58563	0.9482	0.87831	-0.52672	-1.5329	-1.2544	-1.2793	-0.22018	1.2599	-0.29052	-0.44422	1.4581	0.90255	0.11992	0.93192	0.17751	0.88658	1.8206	-1.1242	0.71432	0.65005	1.7483	-0.022438	0.24885	-0.20074	-0.1383	0.19441	-0.19371	-0.65061	0.96986	-0.62109	0.43199	1.1055	0.27893	0.81764	-0.21002	-0.97935	-1.4161	0.6233	-1.3261	-0.55313	0.38354	0.32566	0.27619	0.010582	0.77315	-0.18251	-0.74959	0.58137	-1.1987	1.1924	0.39303	1.9293	0.75429	0.22514	0.37281	-0.81153	-0.5263	-1.1655	-0.35382	1.0817	-0.67965	-0.57516	1.8819	-0.96962	1.2385	-0.83601	3.0282	2.38	0.017984	-0.17048	-0.50524	0.057423	-0.33796	0.38775	1.9456	-0.40111	0.39768	-0.10966	-0.39137	0.13181	0.12931	-0.2275	-1.0674	1.4173	-1.1467
-1.6986	0.042839	-0.54736	1.5491	-1.172	-0.80544	0.64897	-0.90159	-0.7407	0.1637	-0.58418	0.53523	-0.97021	-1.2728	-0.37694	-1.2844	0.12547	0.0086909	-0.59392	-0.26546	-0.34746	-0.28757	1.4782	1.2385	0.04693	-0.88281	-0.45347	-0.62802	0.12743	0.37732	-1.076	-0.68447	-0.12507	-1.2602	-0.17921	-0.52954	-0.35954	-0.90144	0.47648	-0.025445	0.54427	0.23179	0.44215	0.5147	1.3374	-1.6881	-1.454	-0.70187	0.58755	0.2747	-0.31667	-0.71841	0.29934	0.17412	1.2261	1.3967	0.12141	-0.027564	-0.80595	-0.19167	0.37278	-0.51116	-0.4325	0.1849	1.098	-0.064261	0.12376	0.18259	1.8017	1.0064	0.85983	-0.084618	-0.0017911	-0.026201	-1.088	2.2971	-0.30299	1.1565	0.63046	0.31619	0.17202	-0.64923	0.96565	-1.4664	1.5482	-0.4767	-0.14854	-0.4306	0.27711	0.68063	-0.59669	-1.7429	-0.55938	0.92718	-0.23802	0.75826	-0.49399	1.639	0.050938	0.67624	0.79596	-0.15695	0.4821	0.77291	0.29241	0.48623	-0.25979	-0.5976	-1.002	2.7336	0.050334	-0.51425	0.23371	0.5602	1.0612	1.2551	0.78937	1.0007	-0.3578	0.24419	-0.51681	1.0888	-0.82962	-0.88666	-0.083203	-1.0811	-2.1605	-0.6436	-1.2665	0.47483	1.313	0.25991	-0.20518	-0.61395	-0.12639	-0.54039	-2.1047	-0.26614	1.3825	-0.27995	0.1943	-0.12625	-0.34942	-0.85837	-0.62889	0.37292	-0.26783	-0.91549	0.27394	-0.73111	-0.1109	0.96215	0.43601	1.3324	-1.5967	-0.037042	1.6511	-0.50729	1.5516	-0.48519	2.0549	0.095367	1.1165	1.1522	-0.68079	-0.19306	0.88108	-0.50111	2.0017	0.086157	0.79063	-1.4699	-0.37736	0.20903	-0.35234	0.17742	-0.213	0.16981	1.2806	-1.5259	-0.054017	-0.5713	-0.041144	-0.23546	0.63281	0.44647
-0.053715	-0.35194	0.22285	-0.17811	-0.805	0.29338	0.90858	-2.1532	-0.48883	0.021675	1.4896	-0.52929	0.86706	0.58944	-0.36291	-0.97289	-0.043618	1.955	0.73301	0.22674	0.31219	-0.51791	-0.332	-0.69159	0.27263	0.8813	-1.6169	-0.32519	0.48274	-0.64708	1.014	1.7826	-0.65446	-0.34021	1.7013	-0.70026	-0.37725	1.3224	0.057348	0.79326	0.57098	0.67983	-1.0877	0.052354	-0.74343	-0.54231	0.041597	-0.014646	-0.18493	0.30788	-0.3202	0.49701	-0.30177	-0.18991	-1.1709	-0.27877	2.1446	-1.1021	0.030731	-1.7782	-0.16509	-1.5332	-0.21757	-0.18021	-0.56768	-0.4577	0.6754	0.91214	0.58818	0.2929	-0.53073	-0.71013	0.63146	0.51902	-0.88741	-0.30762	-0.27597	-0.25111	-0.24826	0.47547	-0.7217	-0.37807	1.8397	-0.13934	1.2955	0.95842	0.74082	0.40535	-1.1497	2.0847	0.50733	0.37409	0.43486	1.4827	0.37339	0.4057	0.86139	-0.97731	-0.20678	-0.19896	-0.88082	-0.2959	-1.6475	-0.87191	-1.132	-0.7746	-1.3986	-0.63565	-0.82075	1.4061	-1.3232	1.1795	0.84642	-0.68006	0.34516	0.1611	-0.26581	-1.7707	0.62789	1.2507	1.2946	1.0253	-1.0034	-0.58437	-1.3158	0.13159	-0.54963	-0.49488	-0.22399	-1.0652	-0.46096	2.0331	-0.17123	-0.12472	-0.083076	0.067204	0.10975	-0.16459	-0.77177	-0.8122	0.26897	0.41965	-0.21913	0.1392	-0.18456	0.18775	0.32461	0.53785	1.6551	1.0696	1.2263	0.39208	-0.93286	-0.1726	0.82519	-0.87624	-1.0822	0.32716	0.45094	0.6984	1.5324	-0.49702	0.064036	-0.0011498	0.6005	0.2922	1.0091	1.7939	-1.1298	0.63747	-1.097	1.3849	0.24795	-1.7466	-0.79891	0.52177	0.085649	-1.134	-0.21795	0.51549	0.069344	-0.70013	-1.177	0.13516	0.95849	0.5351
0.96872	-0.60328	0.91583	-1.279	1.013	-0.77126	-0.077475	0.5992	-0.96617	1.6743	-0.0226	0.30892	0.31113	2.7552	-0.54317	0.428	-0.72767	0.66644	0.024215	-0.46166	0.38317	-1.1134	1.5771	-1.5121	-0.80406	0.15903	1.8381	1.051	-1.8088	0.78189	-0.22069	0.96909	0.62545	1.0186	0.42724	0.32999	-1.5369	0.71558	-0.24358	-0.040376	1.059	2.9365	-1.0225	-0.89854	-0.35202	-0.18593	-0.22519	0.21235	-0.32718	-0.8369	0.42292	1.3015	-0.7482	-0.38323	-0.96323	0.85708	1.2453	1.5017	-0.81714	0.14919	-1.8702	0.42872	1.5042	0.36674	2.4978	4.7791	-1.3755	-0.94753	0.48439	-0.0015167	0.52796	-1.058	1.6722	-0.53855	0.57194	-0.44249	-0.27605	4.4979	0.07294	0.10383	2.5585	2.0896	1.17	0.52466	1.6443	-0.91344	-0.19819	1.3233	0.37265	-1.6135	-0.89381	-1.443	-1.9825	0.35407	0.01236	-0.62681	-1.0896	1.5277	-0.47331	-0.50382	0.51848	2.1556	0.13691	3.8184	2.0684	-0.30395	-0.73661	-1.4217	1.8346	3.6986	-0.20872	-0.12606	-0.045995	0.79082	-1.0265	2.0032	-0.59668	1.7091	-0.31998	0.65425	0.54398	1.8371	0.16007	-1.2432	0.34072	0.36609	0.12842	0.37186	0.73252	0.29271	-0.50197	0.1836	1.6794	-0.33142	-0.42271	2.0695	0.59026	-0.52597	1.0425	0.48982	0.10523	0.53164	0.068592	-0.60572	-1.4288	0.49919	-0.92616	-0.42074	1.7674	-0.10246	1.748	0.58867	0.7732	1.5119	-0.01999	-0.41698	0.15984	-0.51906	-1.1624	-1.0137	-0.37532	-0.25488	1.2053	-0.22159	-1.2904	0.38801	-1.3355	0.76249	-0.95296	-0.80662	0.1839	0.42308	-0.61504	1.3997	-1.067	-0.96271	-0.6146	0.5866	-1.2394	-1.1848	-0.46672	1.3181	-0.2064	5.5388	-0.56854	0.84519
-1.4261	-0.5111	-0.88422	1.6478	-1.0127	0.21743	-0.96488	-0.8582	1.0833	-0.60731	-1.5793	-0.51241	2.1226	-0.39835	-0.21229	-0.42592	-1.6597	-0.62772	1.2359	-0.73647	0.20637	0.99685	-0.59728	0.18302	0.16733	0.73536	-1.1808	-0.4127	-0.44411	-1.119	-0.49743	-0.20722	0.15077	1.7978	0.47742	0.13014	0.088046	-0.43926	0.21076	1.3805	0.22659	2.4678	0.21124	0.60109	-1.2304	0.55825	-1.2454	-0.42519	-0.25997	0.036281	-0.91391	1.7927	-0.86133	0.3436	-0.47096	-0.39075	-0.92679	-0.72482	-0.74586	-1.1583	0.84448	-0.85525	0.76497	0.21392	-0.28857	0.47473	-0.49757	-0.38604	-0.40754	0.2923	0.29984	-0.95446	0.83729	-0.19108	0.89837	-0.62711	-1.09	-0.353	-0.039907	0.86952	-0.80763	-0.10112	1.1335	-0.24587	1.591	0.34789	0.88673	2.385	0.12814	0.79727	0.89254	0.9828	-0.97872	0.19724	-0.10768	0.35679	0.45782	0.82006	0.22846	-1.0015	0.50918	1.2591	-0.95847	-0.21749	-1.0827	-0.65253	-1.9644	-1.441	-0.4448	1.2211	-0.035002	-0.013405	-1.0543	-0.086065	-0.027038	-1.4427	-0.40134	-0.18454	0.60719	1.1933	-1.0549	0.066474	-0.7801	-0.3429	0.70542	0.12215	1.5734	-1.2353	1.1827	-0.81498	1.2103	0.16009	0.050035	0.70501	-0.71947	-1.0037	0.68652	0.3797	0.54553	0.4661	-0.69071	-0.099064	0.15503	-0.21576	0.14775	-0.40688	0.54184	-1.5264	-0.39953	0.12213	0.8422	2.6623	0.13624	0.04047	-0.11982	-2.1106	0.090054	-0.19893	-0.27094	-0.88014	-0.092999	-0.7457	-0.44788	0.017865	0.95546	-0.75465	-1.1121	0.19653	-1.2304	-1.8655	-2.0708	1.8811	-0.6223	-0.45726	-0.5813	-0.99772	0.036092	-1.6143	1.2225	0.44532	-0.076093	-0.47289	-0.22536	0.19831	-0.24303	-0.27768
-1.2955	0.83008	1.4346	-0.64094	-0.66123	-0.50198	0.093599	-0.022561	-1.4828	-1.2358	0.83171	-0.36592	0.4925	-1.1821	-0.7652	0.382	-0.82587	-1.345	-1.089	0.6464	0.16681	-0.57858	-1.2827	-0.85867	-0.6641	-1.3703	2.1733	1.1496	-0.0015599	-1.5525	0.45947	-1.2846	0.53054	0.60448	-1.2906	2.3973	-0.90024	-0.42424	-0.82627	-0.59846	0.44804	-0.97419	-0.47038	-0.27641	-0.80206	1.6782	-0.13019	-0.95232	-0.016548	0.44065	0.22175	0.47999	-0.93529	-0.34351	-0.14952	0.095255	-0.8262	2.8558	0.43348	0.44125	-0.82243	-1.0089	-1.5105	0.15085	-0.33646	-0.35084	-0.38482	-1.5919	-0.18452	0.17481	-0.72247	0.43717	-0.18184	-0.41048	0.65769	-0.6048	-1.2676	0.9788	-0.47478	-1.0805	1.4145	-0.001768	0.23599	-0.59522	0.29406	-0.065356	1.4292	-0.13027	-0.10444	0.10425	-0.69753	0.88918	-0.49987	-0.8795	-0.23778	-0.30806	0.5251	-0.57537	-1.4689	0.97215	-0.25339	-0.26153	1.0273	0.39568	-0.25383	-0.40182	-0.076259	-0.95106	-1.0617	0.97324	-0.44943	1.2838	1.1224	-0.035923	-1.5712	-0.11035	-0.72624	1.1476	-1.3559	-1.2275	-0.05877	0.84821	-0.14098	1.789	2.9098	1.3222	1.0954	-1.1875	-0.53018	-0.20054	-0.6035	-0.44671	-0.097468	1.0691	1.0298	-1.4291	0.3471	1.778	0.039636	-0.14546	-1.0775	0.17012	-0.8047	-0.37634	-1.6332	0.52268	0.57258	-1.1072	-0.36578	0.5522	0.73403	-0.73762	0.70353	0.10334	0.3419	1.5292	-0.33031	-0.77784	-1.8355	1.7413	-0.053371	0.17934	-0.91052	-1.7696	-0.68888	-0.032812	-0.72772	1.8977	0.40188	1.1507	0.047792	-0.51443	1.2694	0.47527	-0.038727	-0.51789	-0.45343	-1.2141	-0.95562	-0.3538	0.13594	-0.60503	0.34024	-0.64947	-1.1239	-0.032507
-0.62736	0.49105	-0.95201	0.70655	-0.28926	-0.23734	0.87304	-0.17621	-2.8293	0.89096	-0.3741	-0.62823	0.85435	1.5014	-0.99392	-0.36243	0.11019	-1.0038	0.11205	-1.6756	-0.4016	-0.00014458	0.88489	-1.0978	0.17197	0.42493	-0.96436	-0.66115	-0.093527	-0.46977	-0.35462	-0.65274	0.66874	-1.221	0.97864	-0.37596	-0.75681	0.062045	0.4588	-0.30723	0.8018	-0.39794	-0.57752	-0.069246	0.98022	-0.86907	0.23109	-0.95238	-0.76329	0.09187	0.56149	0.78887	-0.26563	0.17508	-0.70049	0.19621	-0.86984	-0.41218	-0.65772	-0.34024	-0.47548	-0.69417	0.062314	-0.36858	-1.0326	-0.59427	0.97224	0.91592	-0.26934	-0.12069	0.7595	0.24028	1.0976	1.0092	1.9981	-0.085359	-0.59655	-0.62642	-0.4245	0.41146	0.13803	1.2555	0.90232	-1.2028	0.60193	0.10884	-0.72136	-0.23968	0.12356	0.87994	1.2608	1.6589	-0.59923	-0.36012	-0.89506	-1.1696	-1.3222	0.17008	-0.7589	-1.8032	-0.30163	0.022231	0.34198	-0.53366	-0.64789	0.14683	-0.25479	-0.59324	-1.0949	-0.32482	0.080989	1.5978	0.41866	0.85756	1.0152	-0.40176	-0.88887	1.5599	0.012961	0.10448	-0.89768	0.77793	1.1396	-0.86873	-1.3306	-0.34957	-1.1831	0.61369	0.53284	5.7008	-0.62109	-1.0557	-0.47482	-0.89462	0.059892	1.5824	1.2337	0.3244	-0.031583	-0.146	-0.92284	0.27473	0.61578	-1.4561	-0.95509	-0.37032	-0.32601	-0.34683	0.39946	1.2621	0.26499	-0.32959	0.36997	0.18386	-0.43576	-1.4349	0.10344	-0.27466	-1.4602	0.7402	0.031672	-1.1594	0.72449	-0.25924	-1.4473	0.30989	-2.2987	-0.89993	-0.33086	0.70808	0.41135	0.62179	1.0738	0.71778	-0.73458	-0.34597	-0.026871	-0.67811	-0.88387	1.0766	0.021566	-1.3345	-0.34205	-0.56032	-0.67056	-1.223
1.5426	-0.49135	-1.0938	1.9027	-2.245	-0.42637	1.1247	-0.79157	0.45505	0.40797	-1.2458	0.49684	0.82668	0.10744	-0.49872	-0.12048	-1.5473	-0.64861	2.6831	-1.7147	1.7428	-0.62181	-0.25131	-0.5786	1.0714	-0.12862	-0.89112	0.82296	-0.26559	0.037474	-1.6382	-1.0884	0.23501	1.0446	1.7825	-0.64843	-1.2601	0.049765	-1.3219	0.8607	-1.4137	-0.36831	0.0044167	-1.1826	0.73296	-0.80033	-0.67219	-0.25964	-0.84079	-0.12517	0.96763	0.24176	0.1321	1.4147	0.25498	-0.7813	-0.054829	1.1655	-1.1249	-0.99096	-0.42413	-1.8062	1.8682	-0.36853	-0.22643	0.23028	0.17783	0.33184	0.99008	-0.50215	-0.62379	-0.5545	-0.0086138	-0.60372	-0.26353	0.015615	-0.51665	-0.95855	1.187	-0.17955	-0.85238	0.01869	-1.0183	-0.40245	-0.59404	-0.22295	0.91948	0.74456	-0.73263	-0.28485	0.81718	1.012	0.52989	-0.091871	-0.48743	0.47778	-0.37043	-0.79996	-1.4403	0.32571	-0.57947	0.70442	0.096295	-1.0129	0.95095	-0.74027	0.69108	0.14922	1.6057	-0.041929	-0.27666	-1.0323	0.15826	-1.1324	1.2842	-0.2334	0.19311	-1.2237	0.13849	-0.56363	-0.7123	0.036015	0.13042	-1.1749	0.27903	-1.2727	0.45086	0.11997	-1.0846	0.27017	0.63408	0.75702	0.36992	-0.16822	0.91061	0.1672	-0.31527	-0.88374	0.97559	0.19251	1.6921	0.98335	0.30155	0.41279	-0.10469	-0.10463	-0.41242	-0.18157	0.5212	0.19069	-1.5274	-0.98577	-0.44966	-0.47262	1.4496	0.58888	-0.56377	-0.27897	-1.1189	0.82911	0.87577	-0.28442	0.13434	0.73959	-0.52256	0.81254	-1.35	-0.48485	-0.16413	0.42021	0.374	-0.7403	0.36317	0.6297	0.88157	1.1446	-0.70584	-1.8067	-0.60721	-0.13019	1.1804	1.2798	-2.1072	-0.8834	-0.8479	-0.48333
1.3531	-0.067469	-0.6351	1.0716	-0.85269	0.56015	-0.0067155	-0.25911	0.91214	1.1451	-1.2067	-0.78029	-0.69848	-0.34087	-0.47525	-0.65802	-1.4498	1.3997	1.2306	-0.43343	0.20234	-1.0981	0.8509	-0.63662	0.50183	-0.73018	-1.3641	-0.24743	-0.50233	-0.96694	-0.30946	-0.71777	-0.35295	-0.24361	0.93249	-0.96349	0.14831	-1.1647	0.62207	-1.5795	0.21761	1.3257	-0.081459	-0.97773	-0.85761	-0.6219	-1.0035	0.44626	-0.13138	0.41852	0.044545	-0.99986	-0.043021	-1.0026	-0.69801	1.7474	-0.98098	-0.72973	0.55122	-0.80718	0.74006	0.57289	-0.10189	-0.17523	0.22496	-0.14781	-0.64124	0.73009	0.93991	0.01268	-0.13543	0.77721	0.49888	0.35122	-0.012982	-0.36381	1.6045	-0.56088	-1.1134	-0.65969	-0.29039	0.68661	0.50849	-0.0046509	-0.31016	0.3503	-0.37125	1.382	-0.69988	1.84	0.18031	-0.75819	-0.38955	0.31422	-1.266	-0.89117	0.64188	-0.37993	-1.8345	-0.50925	-0.70306	-0.054426	-0.066324	-0.93296	-0.15999	0.80377	0.31772	-0.4936	-0.39679	1.6009	-0.3104	0.21236	-0.38749	-0.257	0.25195	-0.14521	1.0317	-0.31515	-0.52759	0.2831	-0.79843	-0.16984	-0.25899	0.12552	-0.6736	1.6657	-0.45152	0.26877	0.39619	-0.94223	0.83618	0.13076	-0.63463	-1.041	-0.37375	0.48708	-1.2056	0.98319	-0.36362	-0.32905	-0.30554	1.0169	-0.46095	-0.89675	-1.3762	-0.39574	-0.3721	0.096794	-0.73233	0.60184	0.30143	-0.17117	0.069733	-0.85678	0.22839	0.24	-1.3286	0.3046	0.019354	1.1924	1.232	-0.28054	0.24202	-0.22979	0.057226	0.98084	1.7745	0.0048477	-0.57471	0.70489	-1.7794	0.19589	0.40225	-0.66328	-0.5846	1.2258	0.22134	-0.22152	0.82458	0.67068	-0.8104	-0.64505	-0.32356	-0.20278	1.0407	-0.073118
