0.40873	1.0014	0.90942	0.21341	-0.34768	1.0069	1.4543	1.9107	0.015129	1.3336	-1.5266	-1.0096	1.789	0.58151	-1.2206	-0.53428	1.7785	0.46237	2.0529	-0.97367	0.92093	1.4127	0.64198
1.9152	1.2271	-0.098882	-0.11327	-1.3478	-0.47534	0.72612	0.35818	-0.11959	-0.82905	0.74046	1.3262	0.57409	-0.41171	1.6303	2.3693	1.1659	-1.1329	-0.36087	1.1979	-0.39707	-0.3154	-0.035754
-0.48063	0.041416	0.70357	0.65195	-0.29434	0.2706	0.88132	0.86481	-0.97387	1.4378	-0.12908	-0.79719	0.39988	1.9683	0.51794	0.35388	0.84701	1.2857	0.649	-0.54321	-0.52543	0.17361	0.53691
-0.34257	-0.73297	0.87561	0.41589	0.10057	1.0065	-0.2758	1.1637	0.66655	0.044255	0.59078	-1.4498	0.21422	-0.69895	-0.10539	-0.7312	0.57152	-0.056133	0.097672	-0.9593	-1.7508	-1.0354	-0.86541
-1.0234	1.2841	1.4807	0.86374	0.73155	0.39982	0.39185	0.65164	1.895	0.29029	0.85237	0.3813	-0.56279	1.7406	-1.7422	0.61456	0.095197	0.25311	-0.14042	-2.0454	-0.29125	0.40908	-0.2955
-0.83549	-0.2273	1.1144	0.58217	-0.60274	0.41866	0.18348	1.1827	0.81187	1.4563	0.12643	1.2953	-0.04709	-0.81456	-1.2249	-0.8486	1.3706	0.79651	0.92422	-0.93955	0.54503	0.71044	0.90261
-0.56874	0.90165	0.60235	-0.83043	0.0028155	-0.26486	-1.133	-0.88772	0.52543	-0.094193	0.32095	-0.62879	0.040333	-0.84696	1.047	0.42329	0.2622	0.0064225	-0.68531	-0.32314	-0.59378	0.46321	-1.0176
0.75806	0.21891	-0.26055	-1.0279	0.61808	-0.836	-0.23237	0.15567	0.89276	0.041835	-1.3969	0.466	-1.3903	-0.91323	-1.0809	-1.2642	0.20338	1.8639	0.32822	-2.4699	-0.72475	-0.18502	-1.5522
1.0573	0.72636	0.16774	-0.40886	0.91881	-0.28768	0.79376	0.24033	0.41221	-0.17306	0.82206	-1.2542	2.1053	0.54331	1.5963	2.3599	0.71256	0.97713	-0.15262	-0.16337	-0.67741	-0.57537	-0.39135
-0.13994	-0.38069	0.67698	0.75631	0.85994	-0.78908	-0.27297	0.48407	-0.068376	0.4253	-1.2405	-1.6446	-1.3919	1.4385	-0.38359	2.1348	0.60279	0.1796	0.24663	0.83633	-1.2265	-1.4204	1.4932
-1.0743	0.10013	0.36463	1.053	-0.92243	0.29097	-0.93574	-4.1969	-2.2053	-2.4831	0.12244	-0.51678	0.45482	0.45266	-1.1726	-0.48324	-1.8702	-0.057374	-1.5635	2.0062	0.010299	1.4123	0.81498
0.9893	-0.3699	-1.3147	0.7898	-0.5097	-0.31673	-0.39791	0.029743	-0.12788	0.10969	-0.5612	0.87311	-1.4646	-1.1495	-0.15798	-0.053219	-0.72686	1.4862	0.90046	0.39737	0.47345	-1.1383	0.15208
-1.6176	1.0397	-0.16267	-0.11913	0.30354	-1.7892	-0.13816	-0.53597	-1.067	-1.3539	1.4001	1.9843	0.043328	-1.239	-0.6419	-0.51911	0.11337	-0.44891	0.26345	-1.0486	0.76273	-0.17147	-1.306
0.94845	0.87329	0.40575	1.1533	-0.21956	1.5852	0.59845	0.86287	0.028891	0.98593	0.11549	2.0509	1.0763	1.2485	0.50465	-0.11429	0.44151	0.25089	1.7374	-0.38664	2.0764	0.29711	-0.78655
1.4652	0.52003	-1.2665	1.3015	1.3699	0.27722	-0.15185	-0.3757	1.3643	-0.31565	0.68162	-0.25217	0.68741	0.5848	2.3209	2.2468	0.78363	0.18448	0.8825	-0.35771	-0.80967	-0.86331	-0.9707
0.36861	0.74303	1.0093	-1.3962	-0.62853	-0.33554	-1.8662	-1.7069	-0.23009	0.17861	-0.46673	0.72742	-1.1761	-1.2353	-1.0413	-0.85982	-0.55758	0.17445	-0.32011	-0.8565	-0.30578	-1.8441	1.0555
-0.022943	0.16821	0.020407	1.0916	-1.4494	-2.3176	-0.92294	-0.084936	-0.27159	-0.83791	-1.291	0.18611	0.048479	-1.4195	-1.6266	-0.53173	-0.19833	-0.24373	-0.89885	0.051781	0.68929	0.45567	-1.6525
-0.99619	-1.6551	-1.4008	-1.0616	-1.5682	0.88102	-2.1422	0.55391	0.86144	-0.44173	1.5471	0.44676	-0.25554	-0.028066	0.088978	2.1455	-0.68272	-1.0317	0.88086	0.35101	2.2607	-0.92685	0.66521
-2.6041	-2.5963	0.73033	-0.49983	-2.1943	0.75786	0.35081	0.13232	0.83582	-1.6606	-0.28295	-0.26316	-0.14954	-1.4512	0.58725	-0.11128	-1.4383	0.62055	-1.7381	0.26901	-0.40017	-1.8917	-1.5313
-1.338	0.36516	-0.68618	-0.72824	0.43102	-0.56727	-1.3767	-1.3232	-0.26073	-0.81147	-1.2331	-0.70073	-1.0148	-1.837	0.16001	0.4697	-1.417	1.1093	-1.5331	0.50268	0.60511	-1.2387	-0.94896
1.1602	1.189	1.5933	1.3474	-0.21593	0.49354	-0.55581	0.55926	-0.31891	1.6925	-0.14781	-0.08153	-0.6554	-1.4185	-1.4143	-0.0026988	1.6193	0.63932	0.55954	-0.42424	0.34337	0.41192	1.2406
