0.68912	-1.1384	0.86102	-1.4036	-0.61674	0.89925	1.6401	-0.72257	0.17532	-0.029131	1.6119	-0.47785	0.64503	-0.97134	0.0056745	-0.10266	0.90324	-0.80611	0.79436	-0.60783	-0.26545	-1.0469
1.6705	-0.58596	-1.5806	-1.8943	-1.5866	-1.1019	-0.78352	0.86887	-0.1818	-0.25974	-0.041111	-1.0153	-0.26101	0.24618	0.32468	1.673	0.33	-0.91331	-1.1887	-1.1707	1.5879	1.5079
-2.6546	-2.4871	-0.68519	-0.30781	-1.6234	-0.51334	0.24157	0.57125	-2.1516	0.2332	0.75691	-0.52877	-0.91775	-1.1629	-0.94385	0.93848	1.2415	-0.08246	1.1602	-0.36427	0.84449	0.87518
0.32249	-0.030543	-0.092055	-0.35204	-0.88547	0.00011535	1.7185	0.80242	1.5268	0.13904	-1.0561	0.96743	1.906	0.71883	-0.095592	-0.2209	0.98929	0.58264	1.5622	-0.6369	-0.97193	-0.067195
0.36907	-0.64865	-0.11733	0.63434	-0.34413	-0.76911	0.23244	0.21377	0.59003	0.103	0.37323	-0.64755	-0.63512	0.16557	0.2803	0.63345	-0.85563	2.7241	-1.1313	-0.15264	-0.32659	0.34797
-1.2169	0.030977	1.1603	-0.51013	0.50867	1.1401	1.3068	0.6207	0.52181	1.4013	0.13772	0.83443	1.793	0.40294	0.98086	0.025514	0.78504	-0.37766	-0.62769	0.022083	1.3426	1.2028
-0.49775	-1.1247	-0.27451	-1.0045	-1.2949	-1.0113	0.92368	2.3387	-0.071861	-0.87296	-1.5439	1.0056	-0.50616	-0.10128	-0.037514	0.37852	1.6459	0.82902	-0.55521	0.84441	0.83161	-0.17861
0.224	0.24639	0.51849	-0.93451	-0.10484	-0.46032	-1.0231	0.52404	0.56809	-0.33282	-0.98472	0.52146	0.15204	0.084478	-0.11855	0.60512	-0.54659	0.18871	-0.88557	0.48308	-1.3875	1.6746
3.1714	1.0685	-0.50795	1.3636	0.5234	0.91626	-0.99558	0.24866	0.85497	-0.7784	0.88625	-0.61882	-0.098149	0.35435	-0.026865	-1.1823	-0.81951	-0.30764	-0.74368	0.88039	0.023439	1.0953
2.4732	-0.84083	-0.65564	-0.16475	-1.5973	-1.613	0.69683	-0.49273	-1.5474	-0.30747	0.064537	-1.145	-1.7111	-1.5136	-2.7388	-1.8613	-0.80733	-1.8334	-1.2453	-0.6956	-0.28283	-0.053985
