-0.98255	2.2846	-0.66437	-0.85941	1.5035	-0.67989	-0.89527	-0.14188	-0.83293	-0.50309	1.0318	1.0089	1.5762	0.65255	-1.558	-0.066611	0.59891	0.41805	-0.073433
-1.0413	-0.53081	0.81544	-0.35028	0.82601	1.0814	0.76318	0.4968	0.46616	0.56234	1.1495	0.42578	-0.60237	0.41977	-0.21865	0.34958	-1.0082	-1.1744	1.1782
-1.3052	-0.63737	2.6612	-0.76375	0.91804	0.78234	1.9805	0.41758	0.083099	-0.769	-0.41798	2.0918	-0.030902	-0.27693	1.1157	-1.0899	-0.71499	-1.056	1.3587
1.1431	0.33149	-0.12634	1.0255	0.14273	0.61167	0.82628	-0.15176	1.5385	0.7399	-0.75417	-0.44398	0.83701	-0.34417	-0.3297	0.00092288	-0.13914	-0.086475	0.47405
-0.23329	0.596	-0.027071	0.33254	0.85075	0.62004	-1.1311	-0.69469	-0.28984	0.20965	2.0565	0.40188	-0.37021	0.31555	0.023546	1.0021	2.3232	-0.35939	0.9293
-1.7316	1.0608	1.0577	0.20829	1.3926	-0.20517	0.52098	0.80212	-1.1298	-1.2812	1.1845	1.1676	-0.044929	-0.38642	0.39227	-2.2188	-0.22529	0.2423	0.35491
-1.0902	-0.6796	-0.44598	-0.30657	-0.46615	0.2276	2.0963	-0.8918	0.5362	1.748	-0.64774	-0.54307	-0.40247	-0.36237	0.92458	0.23217	-0.20912	0.59903	0.52632
-2.0628	0.90532	1.9006	0.86896	1.7054	1.7677	0.27629	-0.046419	-0.61223	-1.4211	0.49578	-1.2501	0.42472	-0.50509	-0.49038	-0.7033	-0.28197	1.3124	0.17434
0.40215	-0.36477	0.0087629	-1.5735	-0.050768	0.25782	1.0624	-0.76946	-0.74921	-0.6515	-1.4011	0.62535	0.17345	-1.0864	0.066627	0.29925	-0.3301	-0.73132	-0.22481
-1.1452	-1.1076	-0.59644	-1.1421	-1.361	-0.0051983	-0.40293	-0.23116	2.5078	0.2271	-0.35269	0.34199	0.58976	-1.703	0.043301	-1.1929	-0.28753	-0.38558	1.0639
-1.3844	-1.5656	-0.68035	0.16968	-2.1698	-1.0248	0.37888	-1.551	-0.36424	0.076788	1.5777	0.52515	1.4937	-2.2923	-0.30897	-0.2652	-3.3527	-0.49367	0.099724
0.020106	1.7846	0.55388	-0.92655	0.91009	0.92267	-0.54881	0.18469	0.39244	0.40187	2.3305	-0.64398	-0.8977	0.15087	-0.4084	1.2638	1.5276	0.3907	0.17115
-1.1976	1.3322	0.0076156	-1.962	1.0416	1.1961	-1.0324	-0.2148	-1.3996	-0.76768	-0.22711	-1.5169	-0.14758	-1.0812	-0.50088	0.8222	-1.3032	-1.3904	-0.018167
0.53038	0.79242	-0.027478	1.0881	1.4911	1.0699	-0.38294	-0.60312	-1.4062	-0.59046	-0.28765	-0.77965	-1.762	-0.21795	0.64178	-0.57572	-0.20557	-0.30622	0.52505
-0.15466	-1.0688	0.36815	0.54196	0.96747	1.1251	1.3089	-1.1368	-0.006892	2.0513	2.0818	1.866	0.010325	0.74463	0.6698	-1.4074	0.88271	0.28487	1.9258
0.12306	-3.173	-0.94312	0.029278	-1.1922	-0.73086	-0.076256	-0.554	1.9715	0.096288	-0.7159	-0.076422	0.7787	-1.3377	0.67747	-0.5798	-2.5126	-0.3764	0.25176
-0.71554	-0.00022322	0.32681	-0.59009	-0.84428	-1.0461	0.87047	-1.0613	-1.1685	-0.48904	0.16408	-0.42458	-1.0707	-0.2924	0.54714	-0.64402	-1.1433	-1.8372	-0.19614
1.1898	-0.25518	-0.80772	-1.1525	-0.78667	-0.97853	0.27624	0.43132	-0.4762	-0.40933	-0.062518	0.74863	1.3936	-1.3753	1.1341	-1.5896	0.47578	-0.37773	-0.76887
-1.3477	0.64621	2.297	-1.5769	0.33176	-0.41561	0.012459	-0.66909	-1.5001	-2.5121	1.2711	-0.43946	-0.51206	-1.2437	-2.1587	-0.8525	-1.4883	-2.3864	-0.34937
-0.99272	0.19855	-0.030493	-0.61517	-0.038093	0.31112	-1.4258	1.2237	-0.037939	-1.1003	0.50161	0.95971	-0.48148	-0.22795	-1.859	-1.0122	-1.928	-0.42368	0.26402
-0.21969	-0.12738	0.19158	0.46688	1.1996	1.913	-1.0138	0.98657	0.80416	0.36165	-1.1545	0.63591	-0.12858	1.4214	0.62344	-0.34581	1.6304	0.43057	-0.34736
0.044	-0.073732	0.417	0.58	0.50315	0.3504	0.88443	0.46732	-0.39842	-0.66916	1.4421	0.77862	-0.65966	-0.028446	0.32473	-0.34141	0.28715	0.2154	-0.9194
-1.4308	-0.67215	-0.2868	-1.4489	2.3711	1.8117	0.90746	0.90993	0.91888	-0.49671	0.6545	-0.83644	-1.9735	-0.684	0.14454	0.73978	0.76216	0.75005	-0.7788
-0.054548	0.25744	-1.481	0.3336	0.44549	0.5121	0.45236	0.67385	-0.8603	-0.15992	0.24172	1.1136	0.40219	0.56732	-1.5027	0.17509	1.2908	1.1984	1.4924
0.051501	-0.53321	-0.35504	-1.1234	0.024694	-0.39016	0.23976	0.43518	0.88422	-0.33292	0.58429	0.12117	0.71533	-0.5839	0.97407	0.84278	-1.6466	-0.61995	1.4989
0.7018	1.4249	-0.88767	1.2347	1.2018	1.333	-1.0961	0.53281	-1.6543	0.22369	0.40747	-1.3112	-1.2997	0.46863	-1.6281	1.0684	1.2733	0.58798	-1.3955
-1.8361	-0.51503	-0.45691	-1.776	-1.882	-2.2803	-0.63705	-0.4152	-0.25928	-0.29355	0.8425	-0.6699	0.47704	-0.33328	-0.57824	0.21984	-0.53886	-1.3577	-2.7897
-1.3006	-0.085502	1.925	-1.0583	0.082123	-0.3318	-1.2396	-0.23877	-1.3413	-1.1644	-0.059782	0.35606	0.97879	0.27401	-0.65139	1.6293	0.83542	-1.036	-1.3098
